tax	tax_name	parent_name	parent_class_order	count(*)
1087448	Exiguobacterium antarcticum B7	Bacteria	domain	47
413997	Escherichia coli B str. REL606	Bacteria	domain	46
1133853	Escherichia coli O104:H4 str. 2009EL-2071	Bacteria	domain	56
465817	Erwinia tasmaniensis Et1/99	Bacteria	domain	43
1321945	Coxiella burnetii str. Namibia	Bacteria	domain	42
1097677	Clavibacter nebraskensis NCPPB 2581	Bacteria	domain	45
596777	Chlamydia trachomatis E/Bour	Bacteria	domain	37
2113	Mycoplasmopsis californica	Bacteria	domain	31
1234679	Carnobacterium maltaromaticum LMA28	Bacteria	domain	42
696127	Candidatus Midichloria mitochondrii IricVA	Bacteria	domain	35
1449978	Burkholderia vietnamiensis LMG 10929	Bacteria	domain	47
1032845	Rickettsia conorii subsp. heilongjiangensis 054	Bacteria	domain	33
1294273	Roseicyclus elongatus DSM 19469	Bacteria	domain	41
639283	Ancylobacter novellus DSM 506	Bacteria	domain	46
1116375	Vibrio sp. EJY3	Bacteria	domain	45
300852	Thermus thermophilus HB8	Bacteria	domain	47
635013	Thermincola carboxydiphila JR	Bacteria	domain	44
1051632	Sulfobacillus acidophilus TPY	Bacteria	domain	51
869304	Streptococcus pneumoniae SPN034183	Bacteria	domain	35
862969	Streptococcus constellatus subsp. pharyngis C1050	Bacteria	domain	37
1263550	Edwardsiella piscicida	Bacteria	domain	47
930782	Listeria monocytogenes J1-220	Bacteria	domain	45
1432056	Mannheimia sp. USDA-ARS-USMARC-1261	Bacteria	domain	36
1159197	Mycoplasmoides gallisepticum VA94_7994-1-7P	Bacteria	domain	32
521006	Neisseria gonorrhoeae NCCP11945	Bacteria	domain	44
941640	Mycoplasma haemofelis str. Langford 1	Bacteria	domain	29
86660	Mesomycoplasma dispar	Bacteria	domain	32
856793	Micavibrio aeruginosavorus ARL-13	Bacteria	domain	39
441620	Methylorubrum populi BJ001	Bacteria	domain	44
1408186	Lactobacillus johnsonii N6.2	Bacteria	domain	45
759362	Ketogulonicigenium vulgare WSH-001	Bacteria	domain	45
1403831	Escherichia coli str. K-12 substr. MC4100	Bacteria	domain	48
1338011	Elizabethkingia anophelis NUHP1	Bacteria	domain	36
339670	Burkholderia ambifaria AMMD	Bacteria	domain	48
313590	Dokdonia sp. MED134	Bacteria	domain	32
1071761	Chlamydia trachomatis E/SotonE8	Bacteria	domain	37
707184	Chlamydia trachomatis E/150	Bacteria	domain	37
1071758	Chlamydia trachomatis D/SotonD6	Bacteria	domain	37
1112267	Chlamydia psittaci 08DC60	Bacteria	domain	38
1408274	Pseudomonas aeruginosa LESlike1	Bacteria	domain	45
994484	Pseudomonas brassicacearum subsp. brassicacearum NFM421	Bacteria	domain	40
550538	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Bacteria	domain	50
926034	Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427	Bacteria	domain	52
416276	Rickettsia massiliae MTU5	Bacteria	domain	33
395492	Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	domain	44
512564	Mycoplasma crocodyli MP145	Bacteria	domain	33
862259	Mycoplasma mycoides subsp. capri LC str. 95010	Bacteria	domain	29
1379870	Spirosoma radiotolerans	Bacteria	domain	39
983917	Rubrivivax gelatinosus IL144	Bacteria	domain	45
1271752	Riemerella anatipestifer RA-CH-2	Bacteria	domain	34
414684	Rhodospirillum centenum SW	Bacteria	domain	44
431947	Porphyromonas gingivalis ATCC 33277	Bacteria	domain	43
504832	Afipia carboxidovorans OM5	Bacteria	domain	48
563178	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Bacteria	domain	32
1005090	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Bacteria	domain	32
372461	Buchnera aphidicola BCc	Bacteria	domain	30
261317	Buchnera aphidicola (Cinara tujafilina)	Bacteria	domain	30
1009859	Buchnera aphidicola str. F009 (Myzus persicae)	Bacteria	domain	32
1009858	Buchnera aphidicola str. G002 (Myzus persicae)	Bacteria	domain	32
1273687	Mycobacterium sp. VKM Ac-1817D	Bacteria	domain	53
522373	Stenotrophomonas maltophilia K279a	Bacteria	domain	49
648999	Micromonospora sp. L5	Bacteria	domain	49
882095	Listeria monocytogenes ATCC 19117	Bacteria	domain	45
111781	[Leptolyngbya] sp. PCC 7376	Bacteria	domain	40
568703	Lacticaseibacillus rhamnosus GG	Bacteria	domain	47
945713	Ignavibacterium album JCM 16511	Bacteria	domain	45
1407462	Helicobacter pylori BM012A	Bacteria	domain	36
693745	Helicobacter pylori B8	Bacteria	domain	36
657318	Agathobacter rectalis DSM 17629	Bacteria	domain	29
741093	Escherichia coli Xuzhou21	Bacteria	domain	61
907263	Chlamydia trachomatis RC-F/69	Bacteria	domain	37
354242	Campylobacter jejuni subsp. jejuni 81-176	Bacteria	domain	34
1439854	Burkholderia pseudomallei B03	Bacteria	domain	46
1088720	Lacticaseibacillus rhamnosus ATCC 8530	Bacteria	domain	47
1029825	Brucella melitensis NI	Bacteria	domain	48
568815	Brucella microti CCM 4915	Bacteria	domain	44
444178	Brucella ovis ATCC 25840	Bacteria	domain	46
120576	Brucella pinnipedialis	Bacteria	domain	44
666685	Rhodanobacter denitrificans	Bacteria	domain	44
54291	Klebsiella ornithinolytica	Bacteria	domain	46
1420599	Pseudomonas protegens Cab57	Bacteria	domain	42
1089456	Pseudomonas aeruginosa NCGM2.S1	Bacteria	domain	47
520461	Brucella pinnipedialis B2/94	Bacteria	domain	44
1526927	Planococcus sp. PAMC 21323	Bacteria	domain	38
324057	Paenibacillus sp. JDR-2	Bacteria	domain	45
1268635	Legionella oakridgensis ATCC 33761 = DSM 21215	Bacteria	domain	40
87883	Burkholderia multivorans	Bacteria	domain	45
443144	Geobacter sp. M21	Bacteria	domain	46
1071762	Chlamydia trachomatis F/SW4	Bacteria	domain	37
1306421	Burkholderia pseudomallei MSHR5855	Bacteria	domain	46
470137	Brucella suis ATCC 23445	Bacteria	domain	44
1004954	Brucella suis bv. 1 str. S2	Bacteria	domain	44
645170	Brucella suis bv. 2	Bacteria	domain	45
520487	Brucella suis bv. 3 str. 686	Bacteria	domain	45
1112912	Brucella suis VBI22	Bacteria	domain	44
1401256	Xylella fastidiosa MUL0034	Bacteria	domain	45
491078	Treponema pallidum subsp. pertenue str. SamoaD	Bacteria	domain	43
110662	Synechococcus sp. CC9605	Bacteria	domain	43
663954	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	Bacteria	domain	34
400668	Marinomonas sp. MWYL1	Bacteria	domain	40
697329	Hominimerdicola alba 7 = DSM 20455	Bacteria	domain	58
561501	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Bacteria	domain	32
321846	Pseudomonas simiae	Bacteria	domain	56
767031	Prevotella denticola F0289	Bacteria	domain	40
511062	Oceanimonas sp. GK1	Bacteria	domain	45
1386087	Neisseria meningitidis LNP21362	Bacteria	domain	43
604162	Neisseria meningitidis 8013	Bacteria	domain	44
1010836	Mycobacterium tuberculosis BT1	Bacteria	domain	45
1005057	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Bacteria	domain	32
1009856	Buchnera aphidicola str. USDA (Myzus persicae)	Bacteria	domain	32
907287	Mesomycoplasma hyopneumoniae 168	Bacteria	domain	30
2732864	Modestobacter italicus	Bacteria	domain	47
1193576	Staphylococcus aureus subsp. aureus CN1	Bacteria	domain	40
456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	Bacteria	domain	35
1130798	Limosilactobacillus mucosae LM1	Bacteria	domain	49
573	Klebsiella pneumoniae	Bacteria	domain	54
290400	Jannaschia sp. CCS1	Bacteria	domain	41
290633	Gluconobacter oxydans 621H	Bacteria	domain	44
1072459	Escherichia coli O7:K1 str. CE10	Bacteria	domain	53
716540	Erwinia amylovora ATCC 49946	Bacteria	domain	44
577650	Desulfobulbus propionicus DSM 2032	Bacteria	domain	45
477974	Candidatus Desulforudis audaxviator MP104C	Bacteria	domain	43
218208	Desulfatibacillum aliphaticivorans	Bacteria	domain	53
567106	Campylobacter jejuni subsp. jejuni IA3902	Bacteria	domain	34
1009857	Buchnera aphidicola str. W106 (Myzus persicae)	Bacteria	domain	32
487	Neisseria meningitidis	Bacteria	domain	57
320388	Burkholderia mallei SAVP1	Bacteria	domain	45
686990	Treponema pallidum subsp. pallidum str. Mexico A	Bacteria	domain	43
1140	Synechococcus elongatus PCC 7942 = FACHB-805	Bacteria	domain	43
455632	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria	domain	52
759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713	Bacteria	domain	35
218493	Salmonella bongori NCTC 12419	Bacteria	domain	48
1357279	Pseudomonas syringae CC1557	Bacteria	domain	37
1147787	Pseudomonas aeruginosa PAO1H2O	Bacteria	domain	44
713600	Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Bacteria	domain	31
713601	Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Bacteria	domain	32
713603	Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Bacteria	domain	32
338963	Syntrophotalea carbinolica DSM 2380	Bacteria	domain	46
886293	Singulisphaera acidiphila DSM 18658	Bacteria	domain	57
762051	Leuconostoc kimchii IMSNU 11154	Bacteria	domain	38
861299	Gemmatirosa kalamazoonensis	Bacteria	domain	48
595495	Escherichia coli KO11FL	Bacteria	domain	49
665029	Erwinia amylovora CFBP1430	Bacteria	domain	43
1201292	Enterococcus faecalis ATCC 29212	Bacteria	domain	42
765874	Corynebacterium pseudotuberculosis FRC41	Bacteria	domain	43
1548	Clostridium scatologenes	Bacteria	domain	42
593275	Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum)	Bacteria	domain	32
713602	Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Bacteria	domain	32
391735	Verminephrobacter eiseniae EF01-2	Bacteria	domain	43
1155775	Treponema pallidum str. Fribourg-Blanc	Bacteria	domain	43
1246365	Streptococcus suis SC070731	Bacteria	domain	34
748727	Clostridium ljungdahlii DSM 13528	Bacteria	domain	46
1151116	Rahnella aquatilis HX2	Bacteria	domain	49
1215087	Pseudomonas putida S12	Bacteria	domain	42
452638	Polynucleobacter necessarius STIR1	Bacteria	domain	36
530564	Pirellula staleyi DSM 6068	Bacteria	domain	46
242231	Neisseria gonorrhoeae FA 1090	Bacteria	domain	45
1486262	Martelella endophytica	Bacteria	domain	44
1391726	Helicobacter pylori 26695-1	Bacteria	domain	36
936155	Helicobacter felis ATCC 49179	Bacteria	domain	37
349521	Hahella chejuensis KCTC 2396	Bacteria	domain	49
653937	Candidatus Francisella endociliophora	Bacteria	domain	32
657317	Agathobacter rectalis M104/1	Bacteria	domain	36
1435461	Escherichia coli KLY	Bacteria	domain	48
1005048	Collimonas fungivorans Ter331	Bacteria	domain	44
717773	Thiomicrospira cyclica ALM1	Bacteria	domain	35
1221877	Chlamydia psittaci 01DC12	Bacteria	domain	38
1343077	Candidatus Nasuia deltocephalinicola str. NAS-ALF	Bacteria	domain	26
1250339	Burkholderia thailandensis MSMB59	Bacteria	domain	44
788929	Xylella fastidiosa subsp. fastidiosa GB514	Bacteria	domain	45
56780	Syntrophus aciditrophicus SB	Bacteria	domain	48
1437447	Streptococcus mutans UA159-FR	Bacteria	domain	37
1074919	Staphylococcus aureus subsp. aureus ST228	Bacteria	domain	41
1105113	Rickettsia rhipicephali str. 3-7-female6-CWPP	Bacteria	domain	33
1124983	Pseudomonas protegens CHA0	Bacteria	domain	42
323848	Nitrosospira multiformis ATCC 25196	Bacteria	domain	43
1770	Mycobacterium avium subsp. paratuberculosis	Bacteria	domain	46
1420013	Klebsiella pneumoniae 30684/NJST258_2	Bacteria	domain	45
1085623	Brumicola nitratireducens FR1064	Bacteria	domain	36
1118964	Mesomycoplasma hyorhinis SK76	Bacteria	domain	29
1249658	Burkholderia pseudomallei PB08298010	Bacteria	domain	47
1009846	Burkholderia cepacia GG4	Bacteria	domain	44
748678	Yersinia pestis str. Pestoides B	Bacteria	domain	47
666	Vibrio cholerae	Bacteria	domain	54
55601	Vibrio anguillarum	Bacteria	domain	48
299768	Streptococcus thermophilus CNRZ1066	Bacteria	domain	35
523796	Staphylococcus aureus subsp. aureus ST398	Bacteria	domain	42
1412453	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090641	Bacteria	domain	48
985665	Paenibacillus terrae HPL-003	Bacteria	domain	45
1401325	Ornithobacterium rhinotracheale ORT-UMN 88	Bacteria	domain	32
1095685	Neisseria meningitidis M7124	Bacteria	domain	43
419947	Mycobacterium tuberculosis H37Ra	Bacteria	domain	45
212767	Mycobacterium sp. JS623	Bacteria	domain	46
35554	Geobacter sulfurreducens	Bacteria	domain	44
1064535	Megasphaera elsdenii DSM 20460	Bacteria	domain	50
444177	Lysinibacillus sphaericus C3-41	Bacteria	domain	42
523791	Kangiella koreensis DSM 16069	Bacteria	domain	36
573234	Candidatus Hodgkinia cicadicola Dsem	Bacteria	domain	13
1173022	Crinalium epipsammum PCC 9333	Bacteria	domain	42
1487956	Corynebacterium sp. ATCC 6931	Bacteria	domain	47
1451189	Corynebacterium falsenii DSM 44353	Bacteria	domain	46
1007871	Chlamydia trachomatis RC-J/971	Bacteria	domain	37
718219	Chlamydia trachomatis G/9301	Bacteria	domain	37
1208919	Candidatus Kinetoplastidibacterium desouzai TCC079E	Bacteria	domain	39
1306420	Burkholderia pseudomallei MSHR5848	Bacteria	domain	46
29486	Yersinia ruckeri	Bacteria	domain	46
865938	Weeksella virosa DSM 16922	Bacteria	domain	36
1208611	Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640	Bacteria	domain	48
565655	Enterococcus casseliflavus EC20	Bacteria	domain	41
269484	Ehrlichia canis str. Jake	Bacteria	domain	36
469378	Cryptobacterium curtum DSM 15641	Bacteria	domain	46
1071773	Chlamydia trachomatis L2b/8200/07	Bacteria	domain	37
1071766	Chlamydia trachomatis Ia/SotonIa1	Bacteria	domain	37
1071755	Chlamydia trachomatis A/7249	Bacteria	domain	37
1183380	Campylobacter coli RM5611	Bacteria	domain	34
640512	Burkholderia sp. CCGE1003	Bacteria	domain	47
1454377	Yersinia frederiksenii Y225	Bacteria	domain	46
56458	Xanthomonas sacchari	Bacteria	domain	45
1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	Bacteria	domain	40
1350461	Synechococcus elongatus UTEX 2973	Bacteria	domain	42
488223	Streptococcus pneumoniae P1031	Bacteria	domain	35
634956	Parageobacillus thermoglucosidasius C56-YS93	Bacteria	domain	59
452659	Rickettsia rickettsii str. Iowa	Bacteria	domain	33
220664	Pseudomonas protegens Pf-5	Bacteria	domain	42
1134454	Cutibacterium acnes HL096PA1	Bacteria	domain	45
932677	Pantoea ananatis AJ13355	Bacteria	domain	44
272632	Mycoplasma mycoides subsp. mycoides SC str. PG1	Bacteria	domain	30
1624	Ligilactobacillus salivarius	Bacteria	domain	48
1052004	Granulibacter bethesdensis CGDNIH3	Bacteria	domain	45
634499	Erwinia pyrifoliae Ep1/96	Bacteria	domain	42
693444	Enterobacteriaceae bacterium strain FGI 57	Bacteria	domain	48
1006576	Defluviitoga tunisiensis	Bacteria	domain	43
43989	Crocosphaera subtropica ATCC 51142	Bacteria	domain	39
292564	Cyanobium gracile PCC 6307	Bacteria	domain	42
889513	Corynebacterium pseudotuberculosis I19	Bacteria	domain	43
105219	Ralstonia mannitolilytica	Bacteria	domain	45
1071770	Chlamydia trachomatis L1/115	Bacteria	domain	37
1071768	Chlamydia trachomatis K/SotonK1	Bacteria	domain	37
979	Cellulophaga lytica	Bacteria	domain	31
641892	Candidatus Karelsulcia muelleri DMIN	Bacteria	domain	29
1235990	Candidatus Pantoea carbekii	Bacteria	domain	40
1208921	Candidatus Kinetoplastidibacterium galati TCC219	Bacteria	domain	39
367190	Yersinia similis	Bacteria	domain	51
129394	Xanthomonas oryzae pv. oryzicola	Bacteria	domain	49
747365	Thermodesulfobium narugense DSM 14796	Bacteria	domain	44
869215	Streptococcus pneumoniae OXC141	Bacteria	domain	35
1318633	Streptococcus iniae SF1	Bacteria	domain	32
1276257	Spiroplasma sabaudiense Ar-1343	Bacteria	domain	29
768493	Serratia sp. AS13	Bacteria	domain	49
1201032	Campylobacter jejuni subsp. jejuni PT14	Bacteria	domain	34
1042876	Pseudomonas putida S16	Bacteria	domain	43
1282356	Pseudomonas poae RE*1-1-14	Bacteria	domain	40
1367493	Pseudomonas aeruginosa PAO1-VE2	Bacteria	domain	44
658445	Photobacterium gaetbulicola Gung47	Bacteria	domain	49
1304873	Pasteurella multocida subsp. multocida OH4807	Bacteria	domain	38
189425	Paenibacillus graminis	Bacteria	domain	56
743971	Mesomycoplasma flocculare ATCC 27399	Bacteria	domain	30
644283	Micromonospora aurantiaca ATCC 27029	Bacteria	domain	49
1111678	Lactococcus cremoris subsp. cremoris UC509.9	Bacteria	domain	37
1321941	Helicobacter pylori UM298	Bacteria	domain	36
262727	Haemophilus influenzae R2846	Bacteria	domain	38
862964	Haemophilus influenzae 10810	Bacteria	domain	38
1248903	Escherichia coli O145:H28 str. RM12761	Bacteria	domain	57
93061	Staphylococcus aureus subsp. aureus NCTC 8325	Bacteria	domain	41
359786	Staphylococcus aureus subsp. aureus JH9	Bacteria	domain	41
484429	Sphingobium sp. YBL2	Bacteria	domain	46
690566	Sphingobium chlorophenolicum L-1	Bacteria	domain	47
316057	Rhodopseudomonas palustris BisB5	Bacteria	domain	47
518766	Rhodothermus marinus DSM 4252	Bacteria	domain	45
288705	Renibacterium salmoninarum ATCC 33209	Bacteria	domain	44
33033	Parvimonas micra	Bacteria	domain	30
44454	Mycobacterium avium subsp. avium	Bacteria	domain	46
682795	Granulicella mallensis MP5ACTX8	Bacteria	domain	47
391165	Granulibacter bethesdensis CGDNIH1	Bacteria	domain	45
1163389	Francisella orientalis str. Toba 04	Bacteria	domain	34
53442	Eubacterium callanderi	Bacteria	domain	39
467705	Streptococcus gordonii str. Challis substr. CH1	Bacteria	domain	36
306537	Corynebacterium jeikeium K411	Bacteria	domain	47
758678	Clostridium botulinum F str. 230613	Bacteria	domain	41
1071782	Chlamydia trachomatis L2b/Ams5	Bacteria	domain	37
1218354	Chlamydia psittaci MN	Bacteria	domain	38
1211776	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	Bacteria	domain	34
515622	Butyrivibrio proteoclasticus B316	Bacteria	domain	41
1353886	Caballeronia cordobensis	Bacteria	domain	48
1435372	Burkholderia pseudomallei MSHR3965	Bacteria	domain	47
649638	Truepera radiovictrix DSM 17093	Bacteria	domain	44
491080	Treponema pallidum subsp. pertenue str. Gauthier	Bacteria	domain	43
391296	Streptococcus suis 98HAH33	Bacteria	domain	36
370553	Streptococcus pyogenes MGAS2096	Bacteria	domain	34
745310	Sphingomonas sp. MM-1	Bacteria	domain	45
347253	Streptococcus salivarius JIM8777	Bacteria	domain	36
213554	Halomonas campaniensis	Bacteria	domain	42
656519	Halanaerobium hydrogeniformans	Bacteria	domain	40
395494	Gallionella capsiferriformans ES-2	Bacteria	domain	42
1033813	Escherichia coli NA114	Bacteria	domain	48
907272	Chlamydia trachomatis J/6276tet1	Bacteria	domain	37
1340853	Chlamydia trachomatis F/11-96	Bacteria	domain	37
580049	Chlamydia trachomatis B/Jali20/OT	Bacteria	domain	37
1218357	Chlamydia psittaci M56	Bacteria	domain	38
1266371	Candidatus Tremblaya phenacola PAVE	Bacteria	domain	31
1388750	Campylobacter lari CCUG 22395	Bacteria	domain	34
999541	Burkholderia gladioli BSR3	Bacteria	domain	47
555217	Zymomonas mobilis subsp. mobilis ATCC 10988	Bacteria	domain	44
451	Legionella micdadei	Bacteria	domain	40
1412587	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195	Bacteria	domain	47
1440772	Streptococcus pyogenes STAB901	Bacteria	domain	35
585394	Roseburia hominis A2-183	Bacteria	domain	41
1150469	Pararhodospirillum photometricum DSM 122	Bacteria	domain	52
1484157	Pantoea sp. PSNIH2	Bacteria	domain	51
1454201	Nonlabens marinus S1-08	Bacteria	domain	33
1081094	Legionella pneumophila subsp. pneumophila str. Hextuple_2q	Bacteria	domain	39
767456	Lactobacillus helveticus H9	Bacteria	domain	44
573235	Escherichia coli O26:H11 str. 11368	Bacteria	domain	57
96561	Desulfosudis oleivorans Hxd3	Bacteria	domain	48
935697	Corynebacterium pseudotuberculosis CIP 52.97	Bacteria	domain	41
1144275	Corallococcus coralloides DSM 2259	Bacteria	domain	50
1218355	Chlamydia psittaci VS225	Bacteria	domain	38
1352354	Pseudomonas aeruginosa PAO581	Bacteria	domain	44
581103	Geobacillus sp. Y4.1MC1	Bacteria	domain	60
457405	Fusobacterium animalis 7_1	Bacteria	domain	35
1333851	Enterobacter hormaechei subsp. hoffmannii ECNIH3	Bacteria	domain	48
1432059	Dehalococcoides mccartyi CG1	Bacteria	domain	49
1071771	Chlamydia trachomatis L1/224	Bacteria	domain	37
608506	Caldicellulosiruptor obsidiansis OB47	Bacteria	domain	42
269482	Burkholderia vietnamiensis G4	Bacteria	domain	46
1211705	Vibrio parahaemolyticus BB22OP	Bacteria	domain	46
28173	Vibrio nigripulchritudo	Bacteria	domain	47
321327	Synechococcus sp. JA-3-3Ab	Bacteria	domain	43
487214	Streptococcus pneumoniae Hungary19A-6	Bacteria	domain	36
703339	Staphylococcus aureus 04-02981	Bacteria	domain	41
325240	Shewanella baltica OS155	Bacteria	domain	48
748449	Halobacteroides halobius DSM 5150	Bacteria	domain	54
290512	Prosthecochloris aestuarii DSM 271	Bacteria	domain	44
312153	Polynucleobacter asymbioticus QLW-P1DMWA-1	Bacteria	domain	38
1088721	Novosphingobium pentaromativorans US6-1	Bacteria	domain	45
457570	Natranaerobius thermophilus JW/NM-WN-LF	Bacteria	domain	43
1445606	Mycobacterium tuberculosis str. Kurono	Bacteria	domain	45
943945	Mycoplasmopsis fermentans M64	Bacteria	domain	36
880633	Lactobacillus helveticus R0052	Bacteria	domain	44
712938	Limosilactobacillus fermentum CECT 5716	Bacteria	domain	42
866346	Helicobacter pylori F57	Bacteria	domain	36
198628	Dickeya dadantii 3937	Bacteria	domain	47
662755	Corynebacterium resistens DSM 45100	Bacteria	domain	46
1168865	Corynebacterium pseudotuberculosis 258	Bacteria	domain	43
1232383	Corynebacterium glutamicum SCgG2	Bacteria	domain	45
469383	Conexibacter woesei DSM 14684	Bacteria	domain	45
1105108	Rickettsia parkeri str. Portsmouth	Bacteria	domain	33
1036743	Rhodospirillum rubrum F11	Bacteria	domain	45
272942	Rhodobacter capsulatus SB 1003	Bacteria	domain	41
1441629	Pseudomonas cichorii JBC1	Bacteria	domain	41
59920	Prochlorococcus marinus str. NATL2A	Bacteria	domain	37
935588	Neisseria meningitidis M01-240355	Bacteria	domain	44
340047	Mycoplasma capricolum subsp. capricolum ATCC 27343	Bacteria	domain	29
1433126	Mucinivorans hirudinis	Bacteria	domain	34
75985	Mannheimia haemolytica	Bacteria	domain	39
1461582	Jeotgalicoccus saudimassiliensis	Bacteria	domain	44
345632	Geobacter pickeringii	Bacteria	domain	45
1399115	Exiguobacterium sp. MH3	Bacteria	domain	43
1296536	Enterobacter hormaechei subsp. xiangfangensis	Bacteria	domain	51
156978	Corynebacterium imitans	Bacteria	domain	50
394503	Ruminiclostridium cellulolyticum H10	Bacteria	domain	44
413999	Clostridium botulinum A str. ATCC 3502	Bacteria	domain	42
290315	Chlorobium limicola DSM 245	Bacteria	domain	45
1112250	Chlamydia psittaci C19/98	Bacteria	domain	38
336810	Candidatus Karelsulcia muelleri	Bacteria	domain	73
393305	Yersinia enterocolitica subsp. enterocolitica 8081	Bacteria	domain	49
402882	Shewanella baltica OS185	Bacteria	domain	48
699035	Clostridioides difficile M120	Bacteria	domain	37
45361	Mesomycoplasma conjunctivae	Bacteria	domain	27
767465	Mycoplasmopsis bovis HB0801	Bacteria	domain	34
387344	Levilactobacillus brevis ATCC 367	Bacteria	domain	46
1263871	Klebsiella pneumoniae ATCC BAA-2146	Bacteria	domain	46
716544	Waddlia chondrophila WSU 86-1044	Bacteria	domain	37
418136	Francisella tularensis subsp. tularensis WY96-3418	Bacteria	domain	32
1134782	Escherichia coli O104:H4 str. 2009EL-2050	Bacteria	domain	57
1379159	Dyella jiangningensis	Bacteria	domain	46
1168034	Draconibacterium orientale	Bacteria	domain	39
745776	Deinococcus gobiensis I-0	Bacteria	domain	44
1147129	Dehalobacter sp. DCA	Bacteria	domain	47
1131462	Dehalobacter sp. CF	Bacteria	domain	47
1161911	Corynebacterium pseudotuberculosis Cp162	Bacteria	domain	44
707187	Chlamydia trachomatis G/11074	Bacteria	domain	37
479433	Catenulispora acidiphila DSM 44928	Bacteria	domain	55
645464	Campylobacter jejuni subsp. jejuni M1	Bacteria	domain	34
579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	Bacteria	domain	44
930944	Yersinia enterocolitica subsp. palearctica Y11	Bacteria	domain	46
695562	Lactobacillus amylovorus GRL1118	Bacteria	domain	45
935297	Vibrio cholerae LMA3984-4	Bacteria	domain	51
545695	Leadbettera azotonutricia ZAS-9	Bacteria	domain	44
563040	Sulfurimonas autotrophica DSM 16294	Bacteria	domain	37
516950	Streptococcus pneumoniae CGSP14	Bacteria	domain	34
42256	Rubrobacter radiotolerans	Bacteria	domain	44
61647	Pluralibacter gergoviae	Bacteria	domain	48
1304890	Pasteurella multocida OH1905	Bacteria	domain	36
93218	Pandoraea apista	Bacteria	domain	47
452637	Opitutus terrae PB90-1	Bacteria	domain	66
1415166	Nocardia nova SH22a	Bacteria	domain	46
1229671	Mycobacterium avium subsp. hominissuis TH135	Bacteria	domain	47
1270	Micrococcus luteus	Bacteria	domain	45
1288970	Magnetospira sp. QH-2	Bacteria	domain	44
1333848	Citrobacter freundii CFNIH1	Bacteria	domain	50
1500960	Campylobacter sp. RM16704	Bacteria	domain	34
218495	Streptococcus uberis 0140J	Bacteria	domain	36
1004952	Streptococcus suis D12	Bacteria	domain	40
343509	Sodalis glossinidius str. 'morsitans'	Bacteria	domain	52
1031711	Ralstonia solanacearum Po82	Bacteria	domain	45
1406	Paenibacillus polymyxa	Bacteria	domain	54
1126833	Paenibacillus beijingensis	Bacteria	domain	50
1197325	Mycoplasma wenyonii str. Massachusetts	Bacteria	domain	32
102608	Helicobacter pylori F32	Bacteria	domain	36
483547	Geoalkalibacter subterraneus	Bacteria	domain	45
585056	Escherichia coli UMN026	Bacteria	domain	47
439855	Escherichia coli SMS-3-5	Bacteria	domain	49
929562	Emticicia oligotrophica DSM 17448	Bacteria	domain	33
907237	Helicobacter pylori Lithuania75	Bacteria	domain	36
981222	Chloracidobacterium thermophilum B	Bacteria	domain	46
590998	Cellulomonas fimi ATCC 484	Bacteria	domain	45
69896	Candidatus Phytoplasma solani	Bacteria	domain	27
335992	Candidatus Pelagibacter ubique HTCC1062	Bacteria	domain	30
1241583	Burkholderia pseudomallei NCTC 13179	Bacteria	domain	46
1539298	Treponema sp. OMZ 838	Bacteria	domain	45
568813	Streptococcus suis SC84	Bacteria	domain	34
680198	Streptomyces scabiei 87.22	Bacteria	domain	59
1353243	Streptococcus anginosus subsp. whileyi MAS624	Bacteria	domain	40
1203670	Streptococcus agalactiae GD201008-001	Bacteria	domain	37
205922	Pseudomonas fluorescens Pf0-1	Bacteria	domain	44
592316	Pantoea sp. At-9b	Bacteria	domain	49
706191	Pantoea ananatis LMG 20103	Bacteria	domain	44
698973	Corynebacterium diphtheriae BH8	Bacteria	domain	42
436114	Sulfurihydrogenibium sp. YO3AOP1	Bacteria	domain	36
767463	Streptococcus thermophilus ND03	Bacteria	domain	38
388919	Streptococcus sanguinis SK36	Bacteria	domain	40
1076934	Streptococcus lutetiensis 033	Bacteria	domain	37
